account_id,mule_risk_score,predicted_mule_flag,predicted_mule_typology,risk_band,model_confidence,top_drivers,supporting_signals,investigator_explanation
ACC00006351,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
ACC00000415,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
ACC00005480,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
ACC00002992,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
ACC00007814,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
ACC00009584,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
ACC00005468,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
ACC00007812,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
ACC00005462,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
ACC00003521,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
ACC00000423,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
ACC00006066,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
ACC00004066,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
ACC00009598,0.9999707301939568,1,layering_mule,High Risk,0.9999707301939568,"typology available flag, txn count 30d",typology available flag | txn count 30d | rapid outflow count 30d,"Why this account is risky: typology available flag, txn count 30d, rapid outflow count 30d."
